# k	Real	Imaginary	Magnitude	Phase
177	-2.21064268	6.33011225	6.70501768	1.90678186
178	6.59183361	-1.03805727	6.67306776	-0.15619355
179	-1.97195450	-4.71442320	5.11022413	-1.96696234
180	2.87220082	-13.20625450	13.51498041	-1.35664339
181	8.44533618	2.51098970	8.81071918	0.28899870
182	2.58049811	-4.49196281	5.18041508	-1.04936041
183	4.00305199	-1.18955084	4.17605753	-0.28885016
184	14.01338354	-13.62269341	19.54361006	-0.77126214
185	-4.02154325	12.50576109	13.13647101	1.88192755
186	-4.29141983	-0.51856729	4.32263764	-3.02133755
187	-9.52165714	-2.24188282	9.78202399	-2.91035343
188	5.43893973	-2.39107068	5.94132009	-0.41418908
189	-0.30062040	-1.79924417	1.82418535	-1.73634859
190	2.46969879	1.08837654	2.69888414	0.41508650
191	-1.48494288	-5.07738479	5.29007483	-1.85532340
192	-8.02105044	3.84407334	8.89461354	2.69468394
193	-9.36773917	11.87726824	15.12693089	2.23861609
194	-0.47274190	-7.15204373	7.16765055	-1.63679917
195	-8.12562212	0.79688379	8.16460401	3.04383476
196	2.00580362	-1.97795301	2.81701017	-0.77840723
197	8.24512388	2.86512551	8.72874630	0.33443996
198	0.89594408	-11.59508265	11.62964563	-1.49368024
199	-3.94948450	-1.11121074	4.10283038	-2.86732707
200	8.38107460	-5.58299393	10.07036408	-0.58763996
201	16.97644244	-1.72987375	17.06435059	-0.10154798
202	-4.85878229	-1.92638760	5.22673268	-2.76412842
203	12.97211636	6.18034755	14.36915093	0.44461709
204	-1.90454700	-4.69310478	5.06483284	-1.95630825
205	0.48217606	-4.87619430	4.89997598	-1.47223306
206	-11.25308667	-14.57713496	18.41534206	-2.22820957
207	-7.20383276	5.61318599	9.13252777	2.47966744
208	1.97556269	-2.55109336	3.22659655	-0.91186220
209	-10.04864332	-7.84313327	12.74715545	-2.47884523
210	4.50236857	8.25598420	9.40386079	1.07153321
211	-1.72043033	9.26281515	9.42123267	1.75443882
212	-5.93540581	-10.93602468	12.44289669	-2.06804770
213	7.50438607	4.79838150	8.90731583	0.56889471
214	7.40757485	12.44537842	14.48308010	1.03390863
215	6.55223040	-0.92463978	6.61715059	-0.14019260
216	9.63249395	8.19257193	12.64528270	0.70479245
217	1.79536514	-12.81909566	12.94420911	-1.43164746
218	-3.40747530	4.77463737	5.86583753	2.19063242
219	3.93440870	-6.77070600	7.83083850	-1.04439518
220	-11.86193819	-0.88594907	11.89497723	-3.06704268
221	-7.44886947	10.76368827	13.08979150	2.17615791
222	8.84214794	0.08230860	8.84253103	0.00930840
223	2.69613086	2.33560092	3.56709311	0.71386914
224	-4.93061282	3.79946955	6.22470173	2.48504510
225	11.11606821	1.80736599	11.26203997	0.16117998
226	-2.83971006	-3.33601923	4.38097906	-2.27600237
227	1.70424775	6.47187447	6.69250473	1.31331035
228	6.48877786	-4.21882022	7.73968230	-0.57649597
229	6.64936753	1.80825143	6.89085348	0.26552227
230	4.86955509	3.57691898	6.04209534	0.63353787
231	1.32851312	1.35648345	1.89868229	0.79581505
232	2.34378955	1.12577541	2.60013841	0.44778224
233	-0.13221849	4.18978707	4.19187278	1.60234319
234	14.10672603	-7.35821358	15.91046908	-0.48078601
235	6.21410820	-9.60913996	11.44336976	-0.99675346
236	4.80699745	-2.03860403	5.22141081	-0.40110041
237	-7.62651377	2.24274857	7.94944233	2.85558269
238	-1.22115911	-5.95309894	6.07705657	-1.77311967
239	-5.46807465	-8.42990792	10.04804398	-2.14622317
240	-5.07381278	-5.02675516	7.14225760	-2.36085336
241	0.61320747	-9.39798908	9.41797336	-1.50563989
242	5.16492791	6.12504307	8.01203051	0.87023546
243	10.27648139	-0.42685900	10.28534289	-0.04151360
244	4.23250224	-7.02098847	8.19807015	-1.02829439
245	14.68329589	2.22546651	14.85098917	0.15041968
246	4.68371994	-14.51489304	15.25186390	-1.25866083
247	-4.53482895	-5.31073857	6.98345314	-2.27754902
248	-1.95928488	-4.31234967	4.73657650	-1.99725583
249	3.47586612	-14.57506822	14.98379988	-1.33668881
250	8.34761637	1.62417356	8.50415421	0.19216644
251	5.06316638	22.86969695	23.42346457	1.35291874
252	-5.77243517	-3.61272920	6.80975918	-2.58237603
253	6.23960750	5.16196574	8.09806100	0.69116118
254	2.05723431	4.44618137	4.89905519	1.13743397
255	-10.38227258	-1.77475062	10.53286873	-2.97228858
256	4.55426364	3.86728981	5.97471738	0.70400509
257	-10.26055707	-3.10715990	10.72070306	-2.84754554
258	4.39575026	-3.20930426	5.44263302	-0.63063809
259	0.47709548	-5.29411017	5.31556419	-1.48092094
260	-2.84015411	-2.15981302	3.56809020	-2.49143305
261	6.66673361	5.97247138	8.95074027	0.73052404
262	6.85731829	7.55886516	10.20584424	0.83402364
263	9.67314138	2.08813448	9.89595724	0.21260693
264	3.91589579	9.58731631	10.35619978	1.18303065
265	2.15622385	-1.02728936	2.38843562	-0.44461430
266	11.42388141	4.97960138	12.46200210	0.41106166
267	0.33521680	3.37978542	3.39636862	1.47193678
268	-9.03901281	7.80488778	11.94236266	2.42933217
269	0.99819442	15.88980975	15.92113206	1.50805898
270	1.69310801	1.94531944	2.57893049	0.85460626
271	10.03124348	3.66412966	10.67949868	0.35021462
272	6.80222264	11.61234046	13.45795987	1.04090180
273	0.72758427	-4.04604682	4.11094561	-1.39287197
274	1.90553772	5.06521229	5.41178801	1.21097318
275	15.71129022	10.02809713	18.63886725	0.56808728
276	-7.55148449	-0.18664798	7.55379080	-3.11688096
277	-3.31152055	4.50138532	5.58825896	2.20506102
278	4.31518651	5.02075987	6.62033717	0.86083075
279	12.26831374	-8.49570719	14.92275318	-0.60566914
280	4.36654343	-4.53689384	6.29683311	-0.80452894
281	-3.60937530	-0.84874980	3.70782501	-2.91063718
282	5.24801849	-12.06610365	13.15798447	-1.16053751
283	-10.43542679	-2.24667509	10.67453424	-2.92953639
284	10.68551021	-4.95472747	11.77834677	-0.43417720
285	-5.81320013	5.12651956	7.75077406	2.41888173
286	-4.48398370	13.32391291	14.05819209	1.89542700
287	2.05308805	10.73958493	10.93406854	1.38190524
288	4.44490022	2.58935147	5.14411110	0.52748557
289	6.43436505	-0.98166130	6.50881806	-0.15139792
290	-3.95069304	-9.29861373	10.10307838	-1.97255604
291	0.84348679	0.25739483	0.88188551	0.29618008
292	9.31216240	4.77596202	10.46547571	0.47389335
293	-8.32777734	3.81694310	9.16083676	2.71182589
294	0.56338493	-4.03346297	4.07261908	-1.43201648
295	-3.23370679	-4.69620533	5.70185971	-2.17381577
296	5.65894587	-4.87565719	7.46965203	-0.71118085
297	11.26021737	4.01163132	11.95347987	0.34224596
298	-13.79412173	-2.92165839	14.10013766	-2.93287271
299	-1.91865318	0.20794789	1.92988920	3.03363185
300	10.20813132	2.78971404	10.58245952	0.26676971
301	-14.38485888	5.70277004	15.47403474	2.76415681
302	1.85795315	4.78026208	5.12863485	1.20009361
303	-1.39704660	1.67445339	2.18071854	2.26612248
304	-7.04339239	0.42515447	7.05621234	3.08130363
305	-4.51502034	-12.54922982	13.33673790	-1.91616126
306	-0.39491310	4.86552849	4.88152884	1.65178430
307	1.78349462	-6.76562210	6.99674892	-1.31304859
308	-2.10276676	7.20915528	7.50956377	1.85460277
309	-7.76994341	3.82255779	8.65932842	2.68439186
310	1.69273309	12.14380922	12.26121722	1.43229810
311	7.21000012	0.35202351	7.21858866	0.04878560
312	1.11973310	-1.42287984	1.81063228	-0.90406446
313	-7.44156191	9.41700323	12.00236617	2.23954911
314	-1.23912817	12.27020707	12.33261611	1.67144185
315	-0.97732988	-0.47597711	1.08707310	-2.68838459
316	-9.24184945	10.02928292	13.63811926	2.31535643
317	6.45624910	-1.94486910	6.74282347	-0.29259240
318	11.61515066	-5.74831314	12.95973877	-0.45955757
319	9.00190754	-1.84348873	9.18873169	-0.20199579
320	0.07792507	-7.51649797	7.51690189	-1.56042949
321	-3.97536692	-5.60467848	6.87138727	-2.18773293
322	-1.80922497	0.03215177	1.80951063	3.12382350
323	14.84598955	3.61923341	15.28078061	0.23912100
324	-0.85630716	3.16003525	3.27400133	1.83542159
325	-1.82314073	0.01569718	1.82320830	3.13298290
326	-1.29600439	0.06885284	1.29783208	3.08851554
327	0.74110668	7.09838781	7.13697055	1.46676829
328	5.38684998	-3.85376352	6.62341649	-0.62098829
329	2.20566372	-10.26519439	10.49948419	-1.35914616
330	4.09745600	11.13390111	11.86393272	1.21816245
331	-3.50248258	-5.04841031	6.14441461	-2.17733511
332	5.85844621	1.04893270	5.95160918	0.17716895
333	-5.38206493	0.07005316	5.38252082	3.12857735
334	-17.57753878	3.72332677	17.96755497	2.93285511
335	-3.82510429	-8.38339093	9.21480691	-1.99885357
336	7.20170932	2.59923461	7.65641154	0.34636901
337	-8.23454080	-5.99677453	10.18670540	-2.51215984
338	8.75000565	-2.28579800	9.04364260	-0.25552347
339	-5.10795799	0.53427236	5.13582338	3.03737553
340	-8.10488234	4.10002407	9.08291336	2.67325937
341	-9.72273118	-0.07456730	9.72301712	-3.13392343
342	7.79946218	1.60793188	7.96348260	0.20331091
343	-4.04562987	-6.70224406	7.82861395	-2.11387567
344	5.48669466	-2.75539905	6.13971027	-0.46540329
345	-0.43397531	3.38824866	3.41592792	1.69818522
346	7.54820516	13.42886292	15.40486159	1.05871976
347	11.62991352	11.29991536	16.21551651	0.77100750
348	-8.87264696	2.34355101	9.17693279	2.88335803
349	-2.93368724	0.79350818	3.03910778	2.87743207
350	-6.05184069	-3.04818349	6.77614923	-2.67500639
351	0.09383538	1.56324713	1.56606087	1.51084232
352	0.80525739	-6.08052557	6.13361482	-1.43913029
353	10.58911652	1.00869600	10.63705111	0.09497124
354	-8.82026039	19.77540319	21.65325759	1.99033704
355	5.88396248	-9.58865652	11.25003771	-1.02040931
356	-2.88092998	1.12441042	3.09258086	2.76948120
357	4.80764144	-6.68901822	8.23749847	-0.94760591
358	-1.02610327	-18.27821804	18.30699709	-1.62687550
359	10.92096691	-2.52223346	11.20844235	-0.22697361
360	-5.87857158	-11.67817537	13.07430242	-2.03714508
361	-16.37612760	-18.49083083	24.69996720	-2.29561806
362	12.65225381	9.81383510	16.01221052	0.65972168
363	2.61581016	-2.54205203	3.64753222	-0.77109900
364	-12.63573511	-3.53780539	13.12165648	-2.86859866
365	-7.96968738	-4.52208220	9.16324966	-2.62548099
366	-6.98389887	10.01946342	12.21329155	2.17952839
367	-5.09979249	-1.70026257	5.37575820	-2.81978356
368	-1.11991961	3.61991791	3.78919854	1.87083359
369	2.56182922	6.13623438	6.64953692	1.17530211
370	0.10362518	-14.63368242	14.63404932	-1.56371517
371	-6.15350245	-0.28691362	6.16018764	-3.09500033
372	-6.51974172	-2.39357352	6.94523047	-2.78974210
373	7.92964045	1.56090144	8.08180740	0.19435903
374	2.10373588	-0.43498277	2.14823524	-0.20389357
375	11.41622377	-2.55787561	11.69926890	-0.22041593
376	-9.56152794	-2.77298743	9.95551485	-2.85932131
377	1.67525778	-8.49479756	8.65841060	-1.37608503
378	7.80240385	-14.12434238	16.13612572	-1.06610602
379	0.71234709	4.40773588	4.46492709	1.41056880
380	9.68383422	-7.56422444	12.28796715	-0.66312148
381	2.29014624	-7.21444001	7.56920831	-1.26341802
382	9.27148365	0.49841389	9.28487078	0.05370603
383	2.58280719	2.78665312	3.79951689	0.82334389
384	13.09542246	-2.97589750	13.42929839	-0.22345228
385	17.87007592	-10.05550784	20.50494699	-0.51254206
386	-0.32338862	7.41237508	7.41942616	1.61439688
387	2.88214876	9.69103458	10.11053573	1.28172323
388	5.08228140	4.12965191	6.54855779	0.68235191
389	-3.01207239	-8.10356975	8.64525435	-1.92666806
390	-6.86179169	4.41938647	8.16181119	2.56940649
391	1.02287244	-2.15240854	2.38309264	-1.12716667
392	-0.49627995	0.67753075	0.83984624	2.20299216
393	4.48162416	3.10235659	5.45064872	0.60549846
394	-3.43603860	5.66032605	6.62160496	2.11637548
395	-2.61039269	-4.76231509	5.43081900	-2.07220673
396	3.96108873	5.73507554	6.97002980	0.96635439
397	9.50567047	5.71521223	11.09150224	0.54133254
398	0.08029342	-0.91544037	0.91895490	-1.48331005
399	3.25362227	-1.31865467	3.51068484	-0.38505683
400	-12.54939758	-9.88560187	15.97537180	-2.47437513
401	0.85072586	-3.26952596	3.37839229	-1.31624231
402	0.21522699	-6.53519699	6.53874012	-1.53787471
403	-5.05489067	-4.43600158	6.72532748	-2.42131103
404	5.12687829	5.34616643	7.40718411	0.80633344
405	-0.94158972	10.00929865	10.05348947	1.66459180
406	-14.99066989	1.60326990	15.07616191	3.03504648
407	8.75536153	6.78636395	11.07750384	0.65937848
408	-2.57934886	8.77118610	9.14257875	1.85680456
409	-4.40786746	-1.81583049	4.76723567	-2.75082535
410	-3.38125563	-10.89867451	11.41113473	-1.87162520
411	0.28348583	-5.72814431	5.73515487	-1.52134668
412	-3.39653045	4.33254448	5.50521214	2.23567838
413	-10.19401226	10.32130310	14.50679784	2.34998990
414	2.76189253	-1.74658161	3.26781237	-0.56389283
415	-2.40865415	0.82614502	2.54639557	2.81117615
416	-7.97925000	4.55894145	9.18979748	2.62250606
417	6.37978428	-3.48454477	7.26936721	-0.49990979
418	-6.17771265	-10.22923157	11.94995030	-2.11409858
419	-2.95018147	-5.53692947	6.27384720	-2.06035317
420	-8.47103338	4.90638830	9.78933362	2.61661072
421	10.16526420	4.92516284	11.29556662	0.45117825
422	3.82388811	0.81162708	3.90907391	0.20914789
423	4.37954406	-14.09820138	14.76278050	-1.26960178
424	-4.06689428	-4.09093844	5.76848389	-2.35324713
425	-6.00144576	-8.58587170	10.47542572	-2.18084469
426	-6.44029599	3.78628420	7.47083399	2.61011378
427	7.14218358	-3.32489790	7.87818077	-0.43569303
428	-6.24123767	-0.15529738	6.24316947	-3.11671532
429	14.62121145	6.64927562	16.06215087	0.42681285
430	6.13964502	5.53849901	8.26862819	0.73396740
431	7.42761684	3.23099335	8.09992654	0.41030789
432	-8.77189348	-2.17775392	9.03818164	-2.89824762
433	0.32124524	10.15014570	10.15522802	1.53915757
434	7.48321781	0.06707041	7.48351837	0.00896254
435	0.83916267	3.02840640	3.14252117	1.30048150
436	-3.57002875	-1.62266374	3.92149754	-2.71498294
437	2.76995353	-1.23211439	3.03162472	-0.41853297
438	1.40213630	-7.35828659	7.49068540	-1.38250166
439	1.31511712	10.67965739	10.76032597	1.44827091
440	-11.85767933	10.80711546	16.04363748	2.40251357
441	-2.44463874	11.58120204	11.83640567	1.77882918
442	3.68944648	-12.67460931	13.20067182	-1.28753416
443	8.65030353	-5.07354938	10.02839242	-0.53044648
444	-5.38196986	-7.61300996	9.32327840	-2.18616734
445	-1.84128297	0.39314378	1.88278650	2.93123515
446	-2.69431037	9.69426685	10.06171547	1.84188284
447	4.36806422	-5.53915333	7.05423310	-0.90305784
448	11.85081638	-0.47712917	11.86041741	-0.04023956
449	0.51897800	-3.27813796	3.31896469	-1.41378456
450	-4.25361746	-3.57658283	5.55744602	-2.44244451
451	4.31993281	-2.98484405	5.25082027	-0.60462416
452	0.46010315	12.07649887	12.08526044	1.53271569
453	1.57488087	6.03421634	6.23634641	1.31549951
454	-2.25228579	6.95499251	7.31058904	1.88397622
455	3.01355433	-3.35087927	4.50665082	-0.83835018
456	-7.75154750	4.20606392	8.81915315	2.64444117
457	5.50107969	-7.50088424	9.30188917	-0.93801011
458	-3.48492251	3.38496814	4.85826041	2.37074309
459	4.09708350	2.40741538	4.75202505	0.53124635
460	3.77190326	4.87086513	6.16056664	0.91187337
461	3.70651139	-2.25733064	4.33978897	-0.54702371
462	-13.06425196	-4.06655973	13.68252854	-2.83982526
463	5.08314827	0.89746893	5.16176780	0.17475667
464	-3.17007120	0.50974436	3.21079285	2.98215841
465	2.90191837	6.39748747	7.02488265	1.14495033
466	9.47177748	-3.81902738	10.21271456	-0.38326256
467	-8.69977517	4.32801641	9.71688294	2.67995826
468	-1.20836780	7.43935729	7.53685542	1.73181911
469	-2.56335027	7.01267123	7.46647992	1.92123987
470	11.48922503	-7.05769343	13.48381728	-0.55085922
471	13.38036817	-1.95753620	13.52280298	-0.14526856
472	8.32442317	-1.05802366	8.39139054	-0.12642091
473	-0.06080034	-2.30852821	2.30932873	-1.59712751
474	-0.80954678	2.71929305	2.83723821	1.86014617
475	1.18169514	1.53919638	1.94049708	0.91604102
476	-4.07604160	1.70594767	4.41863922	2.74521448
477	-4.15385967	5.13113094	6.60174635	2.25132779
478	-1.98699038	-7.98162978	8.22523827	-1.81478222
479	-0.93993209	-9.26080417	9.30838150	-1.67194568
480	9.31865652	-5.24615189	10.69389868	-0.51274869
481	6.67252662	-4.12059407	7.84231516	-0.55322138
482	4.82118022	-3.15448202	5.76146991	-0.57938978
483	-15.18026302	-2.90077713	15.45493103	-2.95278012
484	-3.43643474	1.29196831	3.67127578	2.78197900
485	1.93843035	-8.62776460	8.84284084	-1.34979264
486	3.16973025	0.63759854	3.23322158	0.19850330
487	-2.21592652	-4.56288466	5.07249906	-2.02289136
488	3.89784313	7.18577307	8.17487099	1.07377668
489	-1.27669705	1.25406438	1.78959013	2.36513728
490	5.91217285	-1.04704132	6.00417217	-0.17528180
491	-8.09867458	-9.66158259	12.60693095	-2.26842030
492	-0.20028691	-3.37510163	3.38103917	-1.63006930
493	0.97286738	-3.39062280	3.52743447	-1.29137416
494	9.52554258	-9.52573960	13.47129082	-0.78540850
495	-3.31439121	-9.92307099	10.46195617	-1.89315451
496	1.51008436	-5.00639482	5.22918195	-1.27784379
497	-0.12641343	-8.02486253	8.02585814	-1.58654775
498	-2.72189760	7.89968473	8.35546201	1.90261461
499	9.28051108	9.53592936	13.30645838	0.79897154
500	-5.54836768	-12.24065028	13.43941603	-1.99636952
501	-2.84691749	-3.65457030	4.63258279	-2.23260181
502	2.37786331	-2.35840827	3.34907800	-0.78129052
503	1.30102447	-2.31084848	2.65192107	-1.05802161
504	-8.46994936	-0.51684082	8.48570366	-3.08064769
505	3.52525104	-2.41616571	4.27378657	-0.60085197
